Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Toyota C-HR  2018 G-LED for Sale,PKR 79.5lacs,N/A,Lahore,2018,"38,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 41.85lacs,N/A,Karachi,2016,"69,000 km",Petrol,1800 cc,Automatic
Toyota Mark X  2005 250G for Sale,PKR 45lacs,N/A,Rawalpindi,2005,"150,000 km",Petrol,2500 cc,Automatic
Honda Civic Eagle Eye 2006 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.5lacs,N/A,Rawalpindi,2006,"270,000 km",Petrol,1600 cc,Automatic
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 41.5lacs,N/A,Gujrat,2013,"85,000 km",Petrol,1800 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 90lacs,N/A,Karachi,2019,"83,000 km",Hybrid,1800 cc,Automatic
Audi A4 4th (B8) Generation 2014 1.8 TFSI for Sale,PKR 70lacs,N/A,Karachi,2014,"64,000 km",Petrol,1800 cc,Automatic
Audi A4  2016 1.4 TFSI  for Sale,PKR 1.08crore,N/A,Karachi,2016,"50,000 km",Petrol,1400 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,PKR 32.75lacs,N/A,Lahore,2017,"88,000 km",Petrol,1300 cc,Manual
Mercedes Benz S Class  1999 S 320 for Sale,PKR 38lacs,N/A,Lahore,1999,"175,000 km",Petrol,3199 cc,Automatic
Toyota Corolla  2011 Altis SR Cruisetronic 1.6 for Sale,PKR 33lacs,N/A,Islamabad,2011,"337,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2012 XLi VVTi for Sale,PKR 25.5lacs,N/A,Rawalpindi,2012,"188,000 km",Petrol,1300 cc,Manual
Honda City  2010 1.3 i-VTEC Prosmatec for Sale,PKR 23lacs,N/A,Karachi,2010,"130,000 km",Petrol,1300 cc,Automatic
Honda Civic  2004 EXi Prosmatec for Sale,PKR 16.5lacs,N/A,Faisalabad,2004,"167,000 km",Petrol,1500 cc,Automatic
Toyota Camry  2005 Up-Spec Automatic 2.4 for Sale,PKR 25.85lacs,N/A,Karachi,2005,"162,000 km",Petrol,2400 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 44.5lacs,N/A,Karachi,2014,"106,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 34lacs,N/A,Mandi bahauddin,2016,"139,000 km",Petrol,1300 cc,Manual
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale9.1/10,PKR 64lacs,N/A,Faisalabad,2021,"92,316 km",Petrol,1800 cc,Automatic
Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,PKR 43lacs,N/A,Lahore,2020,"25,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2013 XLi VVTi for Sale,PKR 23lacs,N/A,Lahore,2013,"121,000 km",Petrol,1300 cc,Manual
Changan Alsvin  2023 1.5L DCT Lumiere for Sale,PKR 41.5lacs,N/A,Lahore,2023,"35,500 km",Petrol,1500 cc,Automatic
Hyundai Elantra  2023 GLS for Sale,PKR 69.75lacs,N/A,Lahore,2023,"29,021 km",Petrol,2000 cc,Automatic
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 48.5lacs,N/A,Rawalpindi,2019,"70,000 km",Petrol,1600 cc,Automatic
Audi A3  2015 1.8 TFSI for Sale,PKR 70lacs,N/A,Islamabad,2015,"70,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 33.5lacs,N/A,Karachi,2018,"144,774 km",Petrol,1300 cc,Manual
Toyota Crown  2005 Royal Saloon G for Sale,PKR 65lacs,N/A,Lahore,2005,"163,000 km",Petrol,3000 cc,Automatic
Mercedes Benz EQS  2022 450 4MATIC for Sale,Call,N/A,Lahore,2022,800 km,Electric,1070.0 kWh,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.5lacs,N/A,Lahore,2020,"70,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi for Sale7.8/10,PKR 38.25lacs,N/A,Lahore,2018,"199,768 km",Petrol,1300 cc,Manual
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 50lacs,N/A,Multan,2017,"90,000 km",Petrol,1800 cc,Automatic
Mitsubishi Lancer  2008 GLX Automatic 1.3 for Sale,PKR 17.5lacs,N/A,Gojra,2008,"200,000 km",Petrol,1300 cc,Automatic
Honda City  2019 1.3 i-VTEC Prosmatec for Sale,PKR 39.95lacs,N/A,Islamabad,2019,"52,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2015 XLi VVTi for Sale,PKR 28.7lacs,N/A,Jhelum,2015,"301,000 km",Petrol,1300 cc,Manual
Hyundai Tucson  2021 AWD A/T Ultimate for Sale,PKR 68lacs,N/A,Lahore,2021,"100,000 km",Petrol,2000 cc,Automatic
Honda Civic  2001 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.5lacs,N/A,Islamabad,2001,"350,000 km",Petrol,1600 cc,Automatic
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 2.8crore,N/A,Topi,2019,"70,000 km",Petrol,2700 cc,Automatic
Hyundai Tucson  2022 AWD A/T Ultimate for Sale,PKR 81lacs,N/A,Karachi,2022,600 km,Petrol,2000 cc,Automatic
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 35.25lacs,N/A,Karachi,2015,"94,000 km",Petrol,1600 cc,Automatic
Honda Vezel  2021 e-HEV Z for Sale,PKR 1.15crore,N/A,Topi,2021,"67,000 km",Hybrid,1500 cc,Automatic
Lexus LX Series  2016 LX570 for Sale,Call,N/A,Islamabad,2016,"34,000 km",Petrol,5700 cc,Automatic
Toyota Crown  2024 Platinum for Sale,PKR 6.25crore,N/A,Islamabad,2024,100 km,Hybrid,2400 cc,Automatic
Toyota Aqua  2014 L for Sale,PKR 38.99lacs,N/A,Rawalpindi,2014,"93,060 km",Hybrid,1500 cc,Automatic
Mitsubishi EK Custom  2015 G for Sale,PKR 25.99lacs,N/A,Islamabad,2015,"90,409 km",Petrol,660 cc,Automatic
Honda Vezel  2017 Hybrid Z Honda Sensing  for Sale,PKR 72.99lacs,N/A,Rawalpindi,2017,"54,335 km",Petrol,1500 cc,Automatic
Toyota Aqua  2021 S for Sale,PKR 61.99lacs,N/A,Islamabad,2021,"42,785 km",Hybrid,1500 cc,Automatic
Honda City  2015 1.5 i-VTEC for Sale,PKR 29.99lacs,N/A,Rawalpindi,2015,"123,979 km",Petrol,1500 cc,Manual
Haval Jolion  2021 Top for Sale,PKR 72.25lacs,N/A,Islamabad,2021,"32,000 km",Petrol,1500 cc,Automatic
Honda Vezel  2019 Hybrid Z Honda Sensing  for Sale,PKR 82lacs,N/A,Karachi,2019,"34,752 km",Hybrid,1500 cc,Automatic
Honda City 5th (GM2) Generation 2014 Aspire 1.3 i-VTEC for Sale,PKR 30.85lacs,N/A,Jhang,2014,"115,000 km",Petrol,1300 cc,Manual
Toyota Yaris  2021 GLI MT 1.3 for Sale,PKR 37.5lacs,N/A,Gujranwala,2021,"29,000 km",Petrol,1300 cc,Manual
Nissan Roox  2018  for Sale,PKR 22.5lacs,N/A,Karachi,2018,"36,000 km",Petrol,660 cc,Automatic
DFSK Glory 580  2021 Pro for Sale,PKR 48lacs,N/A,Karachi,2021,"31,000 km",Petrol,1500 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 40.9lacs,N/A,Rawalpindi,2014,"122,000 km",Hybrid,1500 cc,Automatic
Toyota Prado 3rd (J120) Generation 2002 TZ G 3.4 for Sale,PKR 85lacs,N/A,Islamabad,2002,"200,200 km",Petrol,3400 cc,Automatic
Hyundai Elantra  2021 GLS for Sale9.2/10,PKR 55lacs,N/A,Peshawar,2021,"61,713 km",Petrol,2000 cc,Automatic
Toyota Corolla  2009 XLi VVTi for Sale,PKR 21lacs,N/A,Multan,2009,"400,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2013 XLi VVTi Limited Edition for Sale,PKR 28.5lacs,N/A,Nowshera,2013,"155,000 km",Petrol,1300 cc,Manual
Toyota Aqua  2015 S for Sale8.4/10,PKR 43lacs,N/A,Lahore,2015,"233,095 km",Hybrid,1500 cc,Automatic
Toyota Aqua  2012 G for Sale,PKR 30.9lacs,N/A,Karachi,2012,"110,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 54.9lacs,N/A,Sargodha,2018,"56,000 km",Petrol,1800 cc,Automatic
Suzuki Every 11th Generation (JDM) 2013 PC for Sale,PKR 16.5lacs,N/A,Lahore,2013,"70,000 km",Petrol,660 cc,Automatic
MG HS  2024 Essence for Sale,PKR 77lacs,N/A,Lahore,2024,"7,114 km",Petrol,1500 cc,Automatic
Honda Civic  2017 1.8 i-VTEC CVT for Sale7.2/10,PKR 43.75lacs,N/A,Islamabad,2017,"67,267 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 39.5lacs,N/A,Karachi,2016,"54,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2006 XLi for Sale,PKR 15lacs,N/A,Rawalpindi,2006,"250,000 km",Petrol,1300 cc,Manual
Honda Civic  1998 VTi 1.6 for Sale,PKR 8.25lacs,N/A,Karachi,1998,"12,000 km",Petrol,1600 cc,Manual
Audi A4  2016 1.4 TFSI  for Sale,PKR 98lacs,N/A,Karachi,2016,"60,000 km",Petrol,1400 cc,Automatic
KIA Sportage  2020 AWD for Sale,PKR 70lacs,N/A,Multan,2020,"60,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 48.5lacs,N/A,Islamabad,2017,"99,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2021 GLI CVT 1.3 for Sale,PKR 42lacs,N/A,Karachi,2021,"48,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 62.5lacs,N/A,Karachi,2022,"31,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 32.5lacs,N/A,Sialkot,2016,"54,000 km",Petrol,1300 cc,Manual
Hyundai Santa Fe  2023 Signature for Sale,PKR 1.37crore,N/A,Karachi,2023,"10,500 km",Hybrid,1600 cc,Automatic
Toyota Raize  2019 Z for Sale,PKR 60lacs,N/A,Islamabad,2019,"93,000 km",Petrol,1000 cc,Automatic
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25.5lacs,N/A,Karachi,2010,"140,000 km",Petrol,1800 cc,Automatic
Honda Civic 11th Generation 2022 Oriel for Sale,PKR 77lacs,N/A,Islamabad,2022,"48,000 km",Petrol,1500 cc,Automatic
Mercedes Benz C Class  2010 C250 for Sale,PKR 68.5lacs,N/A,Islamabad,2010,"92,000 km",Petrol,1800 cc,Automatic
Mercedes Benz C Class  2016 C180 Exclusive for Sale,PKR 1.4crore,N/A,Islamabad,2016,"78,000 km",Petrol,1600 cc,Automatic
Toyota Raize  2021 Z for Sale,PKR 68lacs,N/A,Peshawar,2021,"41,000 km",Petrol,1000 cc,Automatic
BMW 7 Series 4th (E65) Generation 2002 745i for Sale,PKR 42.5lacs,N/A,Islamabad,2002,"100,000 km",Petrol,4400 cc,Automatic
Toyota Mark X  2005 Supercharged for Sale,PKR 72lacs,N/A,Karachi,2005,"83,000 km",Petrol,3500 cc,Automatic
Honda City  2006 i-DSI for Sale,PKR 17.85lacs,N/A,Islamabad,2006,"265,000 km",Petrol,1300 cc,Manual
Toyota Raize  2020 Z for Sale,PKR 65lacs,N/A,Islamabad,2020,"42,000 km",Petrol,1000 cc,Automatic
Toyota Prado  2010 TX 2.7 for Sale,Call,N/A,Karachi,2010,"100,000 km",Petrol,2700 cc,Automatic
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 33.8lacs,N/A,Lahore,2014,"125,000 km",Petrol,1800 cc,Automatic
Toyota Prius  2012 G Touring Selection Leather Package 1.8 for Sale,PKR 44lacs,N/A,Islamabad,2012,"150,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 17lacs,N/A,Rawalpindi,2007,"200,000 km",Petrol,1300 cc,Manual
Toyota Raize  2020 Z for Sale,PKR 63lacs,N/A,Daska,2020,"44,000 km",Petrol,1000 cc,Automatic
Honda City 5th (GM2) Generation 2017 Aspire 1.3 i-VTEC for Sale,PKR 32.75lacs,N/A,Sargodha,2017,"46,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2021 1.5 i-VTEC Prosmatec for Sale9.2/10,PKR 48.5lacs,N/A,Karachi,2021,"29,879 km",Petrol,1500 cc,Automatic
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.9lacs,N/A,Lahore,2013,"124,000 km",Petrol,1800 cc,Automatic
Honda Civic Eagle Eye 2004 VTi Oriel Prosmatec 1.6 for Sale,PKR 15.5lacs,N/A,Chowha saidan shah,2004,"162,000 km",Petrol,1600 cc,Automatic
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 36.5lacs,N/A,Sialkot,2018,"76,000 km",Petrol,1300 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.5 i-VTEC Prosmatec for Sale,PKR 40lacs,N/A,Islamabad,2018,"100,000 km",Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 39.5lacs,N/A,Gujranwala,2018,"46,650 km",Petrol,1300 cc,Automatic
KIA Sportage  2021 AWD for Sale,PKR 72.25lacs,N/A,Lahore,2021,"79,529 km",Petrol,2000 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 62lacs,N/A,Lahore,2022,"33,525 km",Petrol,1598 cc,Automatic
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 41.99lacs,N/A,Lahore,2016,"118,000 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.5lacs,N/A,Sahiwal,2015,"120,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2014 XLi VVTi Limited Edition for Sale,PKR 40lacs,N/A,Islamabad,2014,"58,000 km",Petrol,1300 cc,Manual
Toyota Premio  2005 X 1.8 for Sale,PKR 28lacs,N/A,Lahore,2005,"250,000 km",Petrol,1800 cc,Automatic
Suzuki Every 11th Generation (JDM) 2012 Join for Sale,PKR 15.8lacs,N/A,Lahore,2012,"78,000 km",Petrol,660 cc,Automatic
Honda City  2004 i-DSI for Sale,PKR 15.2lacs,N/A,Lahore,2004,"100,000 km",Petrol,1300 cc,Manual
Honda Civic Reborn 2009 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 22lacs,N/A,Lahore,2009,"119,000 km",Petrol,1800 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.9lacs,N/A,Lahore,2017,"88,000 km",Petrol,1800 cc,Automatic
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 75lacs,N/A,Karachi,2021,"15,000 km",Petrol,1500 cc,Automatic
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale9.5/10,PKR 76.5lacs,N/A,Islamabad,2022,"48,856 km",Petrol,1500 cc,Automatic
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 38.5lacs,N/A,Hyderabad,2016,"144,000 km",Petrol,1600 cc,Automatic
Toyota Surf  2003 SSR-G 2.7 for Sale,PKR 56lacs,N/A,Chiniot,2003,"142,000 km",Petrol,2700 cc,Automatic
Mercedes Benz E Class 3rd (W211) Generation 2005 E200 for Sale,PKR 52lacs,N/A,Islamabad,2005,"76,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 27.9lacs,N/A,Lahore,2012,"184,000 km",Petrol,1300 cc,Manual
Toyota Corolla  1974 2.0D for Sale,PKR 6.25lacs,N/A,Lahore,1974,"150,000 km",Petrol,1300 cc,Manual
Toyota Raize  2021 Z for Sale,PKR 53.25lacs,N/A,Karachi,2021,"35,200 km",Petrol,1000 cc,Automatic
Mercedes Benz E Class 5th (W213) Generation 2021 E200 AMG for Sale,PKR 3.45crore,N/A,Lahore,2021,"48,000 km",Petrol,1991 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 58.8lacs,N/A,Islamabad,2019,"53,503 km",Petrol,1800 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.75lacs,N/A,Islamabad,2018,"93,000 km",Petrol,1800 cc,Automatic
Honda Freed  2012 + Hybrid EX for Sale,PKR 34lacs,N/A,Karachi,2012,"80,000 km",Hybrid,1500 cc,Automatic
Toyota Land Cruiser 6th (J100) Generation 2003 Amazon 4.2D for Sale,PKR 88lacs,N/A,Rawalpindi,2003,"150,000 km",Diesel,4200 cc,Automatic
Honda Vezel  2016 Hybrid Z for Sale,PKR 59.75lacs,N/A,Islamabad,2016,"144,000 km",Hybrid,1500 cc,Automatic
Toyota Mark X  2007 300G Premium for Sale,PKR 53.5lacs,N/A,Islamabad,2007,"125,000 km",Petrol,3000 cc,Automatic
Toyota Prius  2011 S LED Edition 1.8 for Sale,PKR 38.5lacs,N/A,Lahore,2011,"200,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.5lacs,N/A,Phool nagar,2017,"84,203 km",Petrol,1800 cc,Automatic
Honda Civic  2000 EXi Automatic for Sale,PKR 14.5lacs,N/A,Lahore,2000,"167,000 km",Petrol,1500 cc,Automatic
Honda Civic Rebirth 2013 Oriel Prosmatec UG for Sale,PKR 37lacs,N/A,Islamabad,2013,"130,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2013 XLi VVTi for Sale9/10,PKR 37lacs,N/A,Lahore,2013,"35,840 km",Petrol,1300 cc,Manual
KIA Sportage  2021 AWD for Sale,PKR 73.85lacs,N/A,Karachi,2021,"32,800 km",Petrol,2000 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 75lacs,N/A,Islamabad,2022,"36,000 km",Petrol,1800 cc,Automatic
Toyota Sienta  2019  for Sale,PKR 62.35lacs,N/A,Karachi,2019,"90,000 km",Hybrid,1500 cc,Automatic
Toyota Prado  2014 TX L Package 2.7 for Sale,PKR 1.83crore,N/A,Karachi,2014,"100,000 km",Petrol,2700 cc,Automatic
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 36.3lacs,N/A,Rawalpindi,2013,"42,000 km",Petrol,1300 cc,Manual
Changan Alsvin  2021 1.3L MT Comfort for Sale9.4/10,PKR 30.65lacs,N/A,Lahore,2021,"35,387 km",Petrol,1300 cc,Manual
Honda Civic  1999 VTi Oriel 1.6 for Sale,PKR 13.95lacs,N/A,Rawalpindi,1999,"160,000 km",Petrol,1600 cc,Manual
Toyota Corolla  1995 XE for Sale,PKR 18.5lacs,N/A,Peshawar,1995,11 km,Petrol,1300 cc,Manual
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 54lacs,N/A,Karak,2021,"39,000 km",Petrol,1598 cc,Automatic
Porsche Cayenne  2016 S E-Hybrid for Sale,PKR 3.45crore,N/A,Karachi,2016,"27,000 km",Hybrid,3000 cc,Automatic
Honda Civic Rebirth 2014 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 29.55lacs,N/A,Karachi,2014,"85,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2014 XLi VVTi Limited Edition for Sale,PKR 25.9lacs,N/A,Mandi bahauddin,2014,"170,467 km",Petrol,1300 cc,Manual
Honda City  2003 i-DSI Vario for Sale,PKR 15.15lacs,N/A,Faisalabad,2003,"115,000 km",Petrol,1300 cc,Automatic
Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,PKR 7.65crore,N/A,Karachi,2023,"6,000 km",Petrol,3500 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,PKR 49.2lacs,N/A,Islamabad,2022,"29,000 km",Petrol,1500 cc,Automatic
Hyundai Tucson  2022 FWD A/T GLS Sport for Sale,PKR 72.5lacs,N/A,Lahore,2022,"60,000 km",Petrol,2000 cc,Automatic
Suzuki Bolan  2008 VX for Sale,PKR 8.2lacs,N/A,Rawalpindi,2008,100 km,Petrol,800 cc,Manual
Honda Civic Eagle Eye 2004 VTi Oriel 1.6 for Sale,PKR 13lacs,N/A,Hyderabad,2004,"130,000 km",Petrol,1600 cc,Manual
Toyota Corolla 9th (E120) Generation 2006 XLi for Sale,PKR 22.25lacs,N/A,Chakwal,2006,"188,000 km",Petrol,1300 cc,Manual
Honda Civic Eagle Eye 2005 VTi 1.6 for Sale,PKR 13.7lacs,N/A,Rawalpindi,2005,"184,000 km",Petrol,1600 cc,Manual
Toyota Fortuner  2017 2.7 VVTi for Sale,PKR 1.1crore,N/A,Islamabad,2017,"116,000 km",Petrol,2700 cc,Automatic
KIA Sportage  2023 Black Limited Edition for Sale,PKR 84lacs,N/A,Karachi,2023,"15,500 km",Petrol,2000 cc,Automatic
Toyota Yaris  2020 GLI CVT 1.3 for Sale,PKR 38.5lacs,N/A,Karachi,2020,"38,000 km",Petrol,1300 cc,Automatic
Mercedes Benz S Class  2014 S400 Hybrid for Sale,Call,N/A,Lahore,2014,"48,000 km",Hybrid,3500 cc,Automatic
Toyota Corolla  2010 XLi VVTi for Sale,PKR 26.5lacs,N/A,Lahore,2010,"172,200 km",Petrol,1300 cc,Manual
Toyota Yaris Cross  2020 Hybrid Z for Sale,PKR 87lacs,N/A,Islamabad,2020,"59,000 km",Hybrid,1500 cc,Automatic
Nissan Clipper  2020  for Sale,Call,N/A,Gujranwala,2020,"180,000 km",Petrol,660 cc,Automatic
Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,PKR 45lacs,N/A,Karachi,2021,"45,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2014 XLi VVTi for Sale,PKR 30lacs,N/A,Mansehra,2014,"260,000 km",Petrol,1300 cc,Manual
Toyota Prius  2013 S Touring Selection My Coorde 1.8 for Sale,PKR 43.5lacs,N/A,Lahore,2013,"171,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 34lacs,N/A,Islamabad,2015,115 km,Petrol,1300 cc,Manual
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 53.5lacs,N/A,Islamabad,2019,"77,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2020 Hybrid WxB for Sale,PKR 84lacs,N/A,Islamabad,2020,"80,000 km",Hybrid,1800 cc,Automatic
Toyota Prius  2013 S LED Edition 1.8 for Sale,PKR 45.5lacs,N/A,Abbottabad,2013,"160,000 km",Hybrid,1800 cc,Automatic
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 25.5lacs,N/A,Chakwal,2012,"155,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 44.25lacs,N/A,Karachi,2019,"85,000 km",Petrol,1300 cc,Automatic
Toyota Land Cruiser  2018 ZX for Sale,Call,N/A,Karachi,2018,"33,700 km",Petrol,4600 cc,Automatic
Mitsubishi Rvr  2012 G for Sale,PKR 31.5lacs,N/A,Karachi,2012,"143,000 km",Petrol,1800 cc,Automatic
Suzuki Baleno  1999 GL for Sale,PKR 8.15lacs,N/A,Lahore,1999,"100,000 km",Petrol,1300 cc,Manual
Peugeot 2008  2022 Allure for Sale,PKR 58.75lacs,N/A,Lahore,2022,"23,000 km",Petrol,1200 cc,Automatic
Honda Civic Rebirth 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 34.95lacs,N/A,Lahore,2012,"129,162 km",Petrol,1800 cc,Automatic
Toyota Aqua  2018 S for Sale,PKR 56.5lacs,N/A,Islamabad,2018,"105,000 km",Hybrid,1500 cc,Automatic
Honda Civic Eagle Eye 2005 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.5lacs,N/A,Sargodha,2005,"198,000 km",Petrol,1600 cc,Automatic
Honda Civic  2002 VTi Oriel 1.6 for Sale,PKR 14.5lacs,N/A,Wah cantt,2002,"300,000 km",Petrol,1600 cc,Manual
Honda City  2017 1.3 i-VTEC Prosmatec for Sale,PKR 35.56lacs,N/A,Lahore,2017,"88,000 km",Petrol,1300 cc,Automatic
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 51lacs,N/A,Islamabad,2016,"119,000 km",Petrol,1500 cc,Automatic
Honda Civic  2001 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.5lacs,N/A,Islamabad,2001,"350,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,PKR 58lacs,N/A,Karachi,2020,"91,000 km",Petrol,1800 cc,Automatic
Honda Civic  2019 1.8 i-VTEC CVT for Sale,PKR 48lacs,N/A,Lahore,2019,"144,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 47lacs,N/A,Karachi,2017,"71,565 km",Petrol,1800 cc,Automatic
MG HS  2021 Trophy for Sale,PKR 67.5lacs,N/A,Gujranwala,2021,"40,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2020 A Premium Touring Selection for Sale9.6/10,PKR 1.05crore,N/A,Faisalabad,2020,"55,677 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2018 Altis CVT-i 1.8 for Sale,PKR 45lacs,N/A,Karachi,2018,"38,897 km",Petrol,1800 cc,Automatic
Toyota Prado  2018 TX L Package 2.7 for Sale,PKR 2.8crore,N/A,Islamabad,2018,"40,000 km",Petrol,2700 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 59.5lacs,N/A,Peshawar,2019,"33,000 km",Petrol,1800 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Lahore,2018,"86,000 km",Petrol,1800 cc,Automatic
Honda N Wgn  2021 G for Sale,PKR 39.75lacs,N/A,Karachi,2021,"8,000 km",Petrol,660 cc,Automatic
Suzuki Bolan  2018 Cargo Van Euro ll for Sale,PKR 11.25lacs,N/A,Karachi,2018,"60,000 km",Petrol,800 cc,Manual
Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,PKR 83lacs,N/A,Islamabad,2019,"38,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2021 e-HEV Z for Sale,PKR 1.18crore,N/A,Islamabad,2021,"30,000 km",Hybrid,1500 cc,Automatic
Toyota Premio  2018 X EX Package 1.8 for Sale,PKR 1.2crore,N/A,Islamabad,2018,"41,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 66.5lacs,N/A,Islamabad,2022,"42,000 km",Petrol,1800 cc,Automatic
Toyota Aqua  2020  for Sale,PKR 58lacs,N/A,Karachi,2020,"43,000 km",Hybrid,1500 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 88.75lacs,N/A,Lahore,2019,"62,000 km",Hybrid,1800 cc,Automatic
